Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg Vehicle Turnaround Time,Avg Customer Turnaround Time,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-04-26 00:00:00,15:45:51,"""CNR8433849""",Completed,"""CID7659765""",Bike,Mayur Vihar,IGNOU Road,10.8,40,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,768,5.97,4.3,4.8,Cash
2024-05-19 00:00:00,18:47:16,"""CNR2948784""",Completed,"""CID7747807""",Bike,Rohini West,Yamuna Bank,7,37,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,626,27.96,3.9,4.3,Uber Wallet
2024-06-05 00:00:00,11:16:12,"""CNR1996806""",Completed,"""CID2293483""",Go Mini,Mandi House,Bahadurgarh,9.2,40.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,443,21.19,4.2,5,UPI
2024-01-07 00:00:00,16:21:31,"""CNR6241612""",Cancelled by Customer,"""CID5715130""",Auto,Azadpur,Hauz Rani,7.9,28.61575145,1,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-04-19 00:00:00,14:14:27,"""CNR5222120""",Completed,"""CID2370613""",Go Sedan,Aya Nagar,Chandni Chowk,9.9,28.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,226,47.63,3.6,4.1,UPI
2024-03-31 00:00:00,16:34:57,"""CNR6596872""",Completed,"""CID2589193""",Auto,Shastri Nagar,Saket A Block,12.8,30.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,449,24.4,3.3,4.1,UPI
2024-03-26 00:00:00,19:13:05,"""CNR7149058""",Completed,"""CID7341591""",Go Mini,Vinobapuri,Shastri Park,5.9,21.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,778,7.49,4.3,4.9,UPI
2024-06-10 00:00:00,15:24:51,"""CNR5726463""",Completed,"""CID3407189""",Bike,Rohini West,Yamuna Bank,14.7,18.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,361,24.44,4.3,4.8,UPI
2024-08-16 00:00:00,17:05:19,"""CNR3975551""",Completed,"""CID2944423""",Auto,Kashmere Gate ISBT,New Colony,3.5,30.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,235,9.2,4.3,3.9,UPI
2024-02-04 00:00:00,15:32:16,"""CNR8637930""",Completed,"""CID8137475""",Go Sedan,Rohini,Botanical Garden,8.6,15.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,186,28.09,4.2,4.4,Cash
2024-06-24 00:00:00,18:46:34,"""CNR9935095""",Incomplete,"""CID7359331""",Uber XL,Kherki Daula Toll,Nawada,3.2,21.9,0,Driver asked to cancel,0,More than permitted people in there,1,Other Issue,544,3.37,4.22464455,4.404739336,Cash
2024-03-23 00:00:00,11:31:18,"""CNR8893726""",No Driver Found,"""CID8335294""",Bike,IFFCO Chowk,Dilshad Garden,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-07-21 00:00:00,10:45:00,"""CNR3975051""",Cancelled by Customer,"""CID5797043""",Go Mini,Hauz Rani,Kaushambi,13.1,28.61575145,1,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-09-22 00:00:00,06:39:39,"""CNR1984811""",Cancelled by Customer,"""CID6701334""",Auto,Dilshad Garden,Qutub Minar,8.1,28.61575145,1,Change of plans,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-26 00:00:00,22:36:05,"""CNR7036055""",Completed,"""CID7359512""",Bike,Faridabad Sector 15,Vinobapuri,7.7,25,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,86,40.1,3.6,4.4,Cash
2024-03-30 00:00:00,13:55:19,"""CNR3449107""",Cancelled by Driver,"""CID8684841""",Auto,Sarai Kale Khan,Central Secretariat,8.1,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-09-19 00:00:00,08:47:23,"""CNR6919653""",No Driver Found,"""CID5736754""",Go Mini,Vishwavidyalaya,MG Road,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-12-26 00:00:00,16:16:56,"""CNR8504461""",Completed,"""CID3984123""",Premier Sedan,,Chanakyapuri,8.3,43.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,234,42.5,3.7,4.9,Cash
2024-06-28 00:00:00,10:22:29,"""CNR3712671""",Cancelled by Driver,"""CID5160108""",eBike,Mayur Vihar,Vidhan Sabha,11.9,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-11-30 00:00:00,18:36:50,"""CNR8819329""",Completed,"""CID6695773""",Go Sedan,Vaishali,Tilak Nagar,6,44.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,758,41.42,4.9,3.6,Cash
2024-11-04 00:00:00,13:46:26,"""CNR3734278""",Incomplete,"""CID6462328""",Auto,Kashmere Gate ISBT,Laxmi Nagar,7.9,16.7,0,Driver asked to cancel,0,More than permitted people in there,1,Other Issue,629,17.52,4.22464455,4.404739336,UPI
2024-04-16 00:00:00,19:41:40,"""CNR2472864""",Completed,"""CID7156852""",Auto,Maidan Garhi,Panchsheel Park,12.5,26.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,273,31.69,4.4,4.8,UPI
2024-09-12 00:00:00,05:52:14,"""CNR3239651""",Completed,"""CID9573465""",Auto,Yamuna Bank,Nirman Vihar,11.1,19.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,117,33.74,4.5,3.7,Debit Card
2024-06-07 00:00:00,18:08:10,"""CNR2646387""",Completed,"""CID8652330""",Go Sedan,Khan Market,Central Secretariat,13.3,15.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,955,36.82,3.7,3.7,UPI
2024-06-01 00:00:00,15:55:36,"""CNR4724814""",Completed,"""CID1251463""",Go Sedan,Pragati Maidan,Jama Masjid,9.7,31.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,139,38.75,4.4,4.3,UPI
2024-05-05 00:00:00,14:17:24,"""CNR2200152""",Completed,"""CID6635464""",Go Mini,Mansarovar Park,Rohini,13.3,30.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,255,17.07,4.3,,Cash
2024-01-15 00:00:00,17:05:26,"""CNR5060137""",Completed,"""CID2961093""",Auto,Rithala,Aya Nagar,9.5,18,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1212,19.18,4.3,4.3,UPI
2024-07-08 00:00:00,17:50:10,"""CNR9291876""",Completed,"""CID9026677""",Go Sedan,Shastri Park,Indraprastha,10,23.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,81,23.93,4.7,3.9,Debit Card
2024-08-14 00:00:00,17:41:00,"""CNR4212658""",Completed,"""CID5774800""",Auto,Cyber Hub,Udyog Bhawan,3.6,24.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,940,29.09,4.2,4.6,UPI
2024-07-31 00:00:00,17:07:36,"""CNR7677229""",Cancelled by Driver,"""CID8986725""",Auto,Jhilmil,Vidhan Sabha,8.5,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-08 00:00:00,16:37:21,"""CNR4415643""",Completed,"""CID4718297""",eBike,Saidulajab,Hauz Khas,10,17.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,98,27.55,4.2,4.1,Cash
2024-07-29 00:00:00,12:28:32,"""CNR4092218""",Completed,"""CID5726360""",Premier Sedan,Tughlakabad,Meerut,5.9,15.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,724,14,4.1,4.2,Cash
2024-08-09 00:00:00,16:41:35,"""CNR8034979""",Completed,"""CID1915443""",eBike,Kashmere Gate,Karkarduma,8,25.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,749,47.3,4.4,4.3,UPI
2024-08-15 00:00:00,22:15:54,"""CNR7228014""",No Driver Found,"""CID3515824""",eBike,Madipur,Saket,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-10-02 00:00:00,09:10:13,"""CNR1435581""",Completed,"""CID1856576""",Auto,Shastri Park,Barakhamba Road,11.5,37.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,244,14.59,4.1,4.8,UPI
2024-05-12 00:00:00,01:09:07,"""CNR5373942""",No Driver Found,"""CID7792143""",Auto,Nawada,Jahangirpuri,,,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-02-20 00:00:00,18:51:34,"""CNR3434703""",Incomplete,"""CID3333217""",Auto,Shahdara,Bhiwadi,2.6,22.8,0,Driver asked to cancel,0,More than permitted people in there,1,Vehicle Breakdown,351,8.68,4.22464455,4.404739336,UPI
2024-05-26 00:00:00,20:45:58,"""CNR6987620""",Completed,"""CID3121337""",Auto,Tilak Nagar,Azadpur,5.4,28.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,585,34.14,4.6,4.1,Debit Card
2024-12-24 00:00:00,10:30:20,"""CNR4132145""",Completed,"""CID5140786""",Auto,DLF Phase 3,Udyog Vihar Phase 4,6.4,44.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,554,31.79,4.3,4.6,Cash
2024-06-07 00:00:00,17:11:59,"""CNR8207805""",Completed,"""CID6685791""",Bike,Laxmi Nagar,Sohna Road,10.8,28.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,803,25.01,4.1,4.5,Credit Card
2024-04-28 00:00:00,19:59:01,"""CNR1438443""",Completed,"""CID5468663""",Go Mini,Huda City Centre,Akshardham,9.4,24.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,388,17.56,4.2,4.7,UPI
2024-01-26 00:00:00,18:13:59,"""CNR6129081""",Cancelled by Customer,"""CID2998238""",Bike,Shastri Nagar,Shivaji Park,7,28.61575145,1,Wrong Address,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-01-18 00:00:00,23:04:30,"""CNR1361929""",Completed,"""CID9052724""",Go Mini,Uttam Nagar,Greater Kailash,11.2,38.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,192,48.96,3.1,4.6,UPI
2024-04-15 00:00:00,19:03:28,"""CNR2687237""",Completed,"""CID4887972""",Go Mini,Mehrauli,Nawada,9,39.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,79,32.91,4.4,3.8,Uber Wallet
2024-12-19 00:00:00,20:42:59,"""CNR7486337""",No Driver Found,"""CID8581638""",Go Mini,Mansarovar Park,Manesar,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-01-22 00:00:00,18:23:40,"""CNR4269906""",Completed,"""CID9683944""",Bike,Lajpat Nagar,Okhla,2.4,26.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,242,45.7,4,4.9,UPI
2024-08-08 00:00:00,21:13:51,"""CNR1224347""",Cancelled by Customer,"""CID5493342""",Go Sedan,Patel Chowk,Nirman Vihar,13.4,28.61575145,1,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-21 00:00:00,20:31:57,"""CNR1401386""",Completed,"""CID2154950""",Go Mini,Botanical Garden,Azadpur,5.4,32.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,323,38.32,4.4,3.7,Uber Wallet
2024-08-17 00:00:00,12:35:03,"""CNR2013487""",Cancelled by Driver,"""CID4175153""",Auto,Bahadurgarh,Pragati Maidan,7.7,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,,4.404739336,UPI
2024-06-02 00:00:00,21:27:23,"""CNR7409512""",Completed,"""CID5474366""",Auto,Karol Bagh,Palam Vihar,5.4,24.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,799,9.1,4.2,4.6,UPI
2024-03-11 00:00:00,22:20:11,"""CNR7658099""",Cancelled by Customer,"""CID8951576""",eBike,Azadpur,Raj Nagar Extension,19.1,28.61575145,1,Change of plans,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-11-20 00:00:00,16:42:58,"""CNR1980045""",Completed,"""CID9418411""",Premier Sedan,Ramesh Nagar,Greater Kailash,2.9,39.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,134,49.26,4.1,4.9,UPI
2024-10-23 00:00:00,10:50:53,"""CNR8584951""",Cancelled by Driver,"""CID2820460""",Go Mini,Malviya Nagar,Lajpat Nagar,3.9,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-10 00:00:00,18:36:43,"""CNR2607733""",Cancelled by Customer,"""CID5637874""",Bike,Dwarka Sector 21,Malviya Nagar,18.5,28.61575145,1,Change of plans,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-06 00:00:00,19:24:18,"""CNR6693847""",Cancelled by Customer,"""CID6386344""",Bike,Noida Film City,Keshav Puram,16.1,28.61575145,1,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-11-13 00:00:00,06:51:43,"""CNR9749627""",Completed,"""CID3065827""",Go Sedan,Nirman Vihar,Satguru Ram Singh Marg,13.7,40.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,113,8.21,4.3,5,UPI
2024-09-16 00:00:00,16:07:51,"""CNR1706908""",Incomplete,"""CID1807270""",Go Mini,,Faridabad Sector 15,2.3,19.6,0,Driver asked to cancel,0,More than permitted people in there,1,Vehicle Breakdown,84,16.09,4.22464455,4.404739336,Uber Wallet
2024-05-16 00:00:00,12:35:33,"""CNR6236514""",Completed,"""CID3761463""",Auto,Tughlakabad,Ramesh Nagar,12.1,32.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,81,11.94,4,4.5,UPI
2024-02-15 00:00:00,19:11:02,"""CNR9048385""",Completed,"""CID5242973""",Go Sedan,India Gate,Kashmere Gate,4.5,43.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,992,8.23,5,4.6,UPI
2024-08-01 00:00:00,06:16:08,"""CNR1903168""",Completed,"""CID1051794""",Premier Sedan,Maidan Garhi,Samaypur Badli,3.6,26.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,513,49.5,4.3,4.9,UPI
2024-05-02 00:00:00,19:16:35,"""CNR2922907""",Completed,"""CID4507250""",Premier Sedan,Barakhamba Road,Noida Film City,5.8,38.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,635,37.37,4.3,4.6,UPI
2024-08-27 00:00:00,06:04:30,"""CNR7621341""",Completed,"""CID1429306""",Uber XL,Kashmere Gate,Jor Bagh,6.9,17,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,242,35.38,4.4,4.9,UPI
2024-10-20 00:00:00,12:47:05,"""CNR5803828""",Completed,"""CID1039074""",Bike,Barakhamba Road,DLF City Court,12.5,20.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1114,34.81,4.1,4.2,Uber Wallet
2024-06-25 00:00:00,23:08:22,"""CNR4868713""",Completed,"""CID2089650""",Bike,Gurgaon Sector 56,Cyber Hub,9,37.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,372,20.92,3.8,4.6,UPI
2024-02-13 00:00:00,06:11:32,"""CNR2575334""",Cancelled by Driver,"""CID7330180""",Bike,Ghitorni Village,Faridabad Sector 15,6.2,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-07-10 00:00:00,16:51:38,"""CNR3841045""",Completed,"""CID1210899""",Go Mini,Ashram,Yamuna Bank,3.5,40.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,387,23.39,4.3,4.7,Uber Wallet
2024-06-10 00:00:00,07:38:34,"""CNR5265040""",Completed,"""CID3076700""",Go Sedan,Gurgaon Sector 29,Mansarovar Park,7.1,31.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,767,30.82,4.6,4.9,UPI
2024-07-11 00:00:00,14:42:27,"""CNR8112878""",Completed,"""CID4809063""",Auto,Shahdara,Paharganj,7.1,24.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,447,21.31,4.5,4.1,UPI
2024-06-20 00:00:00,07:14:32,"""CNR4617937""",Completed,"""CID7348314""",Premier Sedan,Sultanpur,Delhi Gate,6.7,33.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,500,20.41,4.3,4.7,Credit Card
2024-11-18 00:00:00,16:38:12,"""CNR7311169""",Cancelled by Driver,"""CID2529885""",eBike,Noida Film City,Vasant Kunj,7.2,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-03-05 00:00:00,12:21:00,"""CNR7340396""",Completed,"""CID7334750""",Go Mini,Gurgaon Sector 29,Dilshad Garden,3.7,38.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,446,25.94,4.9,4.3,Debit Card
2024-01-12 00:00:00,09:19:16,"""CNR4259279""",Cancelled by Driver,"""CID7993999""",eBike,Jor Bagh,Golf Course Road,11.6,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,,4.22464455,4.404739336,UPI
2024-05-17 00:00:00,01:08:21,"""CNR7554746""",Completed,"""CID3234126""",eBike,Huda City Centre,Aya Nagar,2.6,32.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,125,39.16,4.1,4.9,UPI
2024-05-13 00:00:00,21:08:35,"""CNR9430550""",Completed,"""CID3901448""",Go Sedan,Dilshad Garden,Subhash Nagar,11.4,17.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,419,23.79,4.3,4.7,Uber Wallet
2024-01-04 00:00:00,06:58:58,"""CNR9984761""",Cancelled by Driver,"""CID1201304""",Go Sedan,Saket,Old Gurgaon,3.3,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-06-19 00:00:00,22:02:03,"""CNR4112922""",Completed,"""CID8248967""",Go Sedan,Basai Dhankot,Qutub Minar,4.7,17.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,477,41.93,4.6,4.9,Cash
2024-07-01 00:00:00,18:52:02,"""CNR5939223""",Cancelled by Driver,"""CID1109267""",Go Sedan,Basai Dhankot,Mandi House,5.8,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-11-05 00:00:00,17:11:41,"""CNR7645307""",Cancelled by Driver,"""CID6238168""",Go Sedan,Jor Bagh,Sadar Bazar Gurgaon,8,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-04-26 00:00:00,21:03:12,"""CNR4722464""",Completed,"""CID7557487""",Auto,Anand Vihar,IMT Manesar,11.3,33,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,352,6.71,4.2,4.7,UPI
2024-02-22 00:00:00,22:48:26,"""CNR3191144""",Cancelled by Driver,"""CID5636263""",Bike,Ashram,Bhiwadi,11.1,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-12-04 00:00:00,14:09:18,"""CNR4720063""",Completed,"""CID1461597""",Go Sedan,Munirka,Sushant Lok,7.4,39,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,117,15.63,4.6,4.5,UPI
2024-11-10 00:00:00,09:58:14,"""CNR6216825""",Cancelled by Driver,"""CID3685295""",Go Sedan,Vishwavidyalaya,Bhikaji Cama Place,9.4,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-12-12 00:00:00,12:01:07,"""CNR5314934""",Completed,"""CID1026547""",Go Sedan,Tis Hazari,Arjangarh,9.3,28.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,51,29.8,4.6,3.9,UPI
2024-03-02 00:00:00,22:28:52,"""CNR5517193""",Completed,"""CID9143442""",Uber XL,Malviya Nagar,Sohna Road,6,26.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,81,5.59,,4.2,Cash
2024-07-12 00:00:00,16:39:57,"""CNR8412946""",Cancelled by Driver,"""CID7723858""",Go Mini,,Hero Honda Chowk,8.2,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-12-17 00:00:00,19:11:24,"""CNR1867567""",Incomplete,"""CID6010303""",Premier Sedan,Qutub Minar,Ghitorni,7.2,18.4,0,Driver asked to cancel,0,More than permitted people in there,1,Customer Demand,,6.57,4.22464455,4.404739336,UPI
